"command_id","command_code","universe_key","command","card_count"
"bb1ab581-2c60-598d-a98b-6f140b456274","RCIA-CMD-0244","assistants","/mode-socrate","1"
"4a493a33-d5a5-51b3-8b1f-91dd7c649c31","RCIA-CMD-0245","assistants","/mode-spock","1"
"0e878a32-e0d6-5bea-997b-c3259b44da85","RCIA-CMD-0246","assistants","/mode-angles","1"
"27289638-ac25-546d-8408-52ddd65f9c39","RCIA-CMD-0247","assistants","/mode-antagoniste","1"
"7d45a5d6-08ad-5076-9da8-d96801195237","RCIA-CMD-0248","assistants","/mode-decision","1"
"ba4600b8-640b-5d23-ba82-3d3abc95a382","RCIA-CMD-0249","assistants","/mode-design","1"
"876edbc7-215c-590d-8b73-ae6c259e7f51","RCIA-CMD-0250","assistants","/mode-aventure","1"
"b4ea857e-a642-5e45-ba2c-5bacca0c6bc9","RCIA-CMD-0251","assistants","/mode-enquete","1"
"00b695e3-c3cd-5a06-979b-0bbb2e5d89bf","RCIA-CMD-0252","assistants","/mode-escape","1"
"2822247b-5d91-5516-b094-2576ff92fc8a","RCIA-CMD-0253","assistants","/mode-royaume","1"
"c425a90d-76e2-5064-bd3c-d12c29d8e441","RCIA-CMD-0254","assistants","/mode-quiz","1"
